Return GPs from DB, 2021-05-26 18:53:26.339
Return GP by Id from DB, 2021-05-26 18:53:28.256
Add Appointment for GP DB, 2021-05-26 18:53:46.764
Return Physical patient by Id from DB, 2021-05-26 18:54:35.465
Return Nurses from DB, 2021-05-26 18:54:35.475
Return Nurse by Id from DB, 2021-05-26 18:54:41.482
Add Appointment for Nurse on DB, 2021-05-26 18:55:04.04
Return Physical patient by Id from DB, 2021-05-26 18:55:52.475
Return Psychs from DB, 2021-05-26 18:55:52.485
Return Psych by Id from DB, 2021-05-26 18:55:55.55
Add Appointment for Nurse on DB, 2021-05-26 18:56:16.847
Return GPs from DB, 2021-05-26 18:56:24.473
Remove GP from DB by ID, 2021-05-26 18:58:02.078
